method,overload,trial,window_idx,true_label,pred_label,correct,snr_db,spec_corr,class_name
PROPOSED,20,2,28,1,1,1,15.80,0.9898,inner_race
PROPOSED,20,2,29,1,1,1,16.16,0.9911,inner_race
PROPOSED,20,2,30,1,1,1,15.01,0.9874,inner_race
PROPOSED,20,2,31,1,1,1,14.89,0.9863,inner_race
PROPOSED,20,2,32,1,1,1,16.58,0.9919,inner_race
PROPOSED,20,2,33,1,1,1,15.86,0.9890,inner_race
PROPOSED,20,2,34,1,1,1,15.02,0.9868,inner_race
PROPOSED,20,2,35,1,1,1,15.84,0.9872,inner_race
PROPOSED,20,2,36,1,1,1,16.16,0.9901,inner_race
PROPOSED,20,2,37,1,1,1,15.29,0.9869,inner_race
PROPOSED,20,2,38,2,2,1,12.39,0.9829,ball_fault
PROPOSED,20,2,39,2,2,1,12.00,0.9843,ball_fault
PROPOSED,20,2,40,2,2,1,11.96,0.9811,ball_fault
PROPOSED,20,2,41,2,2,1,12.14,0.9825,ball_fault
PROPOSED,20,2,42,2,2,1,11.43,0.9763,ball_fault
PROPOSED,20,2,43,2,2,1,13.04,0.9852,ball_fault
PROPOSED,20,2,44,2,2,1,11.94,0.9824,ball_fault
PROPOSED,20,2,45,2,2,1,11.65,0.9787,ball_fault
PROPOSED,20,2,46,2,2,1,12.69,0.9796,ball_fault
PROPOSED,20,2,47,2,2,1,11.25,0.9783,ball_fault
PROPOSED,20,2,48,2,2,1,10.63,0.9710,ball_fault
PROPOSED,20,2,49,2,2,1,11.36,0.9772,ball_fault
PROPOSED,20,2,50,2,2,1,13.66,0.9861,ball_fault
PROPOSED,20,2,51,2,2,1,13.39,0.9856,ball_fault
PROPOSED,20,2,52,2,2,1,12.23,0.9808,ball_fault
PROPOSED,20,2,53,2,2,1,13.33,0.9835,ball_fault
PROPOSED,20,2,54,2,2,1,13.41,0.9855,ball_fault
PROPOSED,20,2,55,2,2,1,10.68,0.9768,ball_fault
PROPOSED,20,2,56,2,2,1,13.16,0.9864,ball_fault
PROPOSED,20,3,0,0,0,1,27.61,0.9995,normal
PROPOSED,20,3,1,0,0,1,26.98,0.9995,normal
PROPOSED,20,3,2,0,0,1,27.24,0.9994,normal
PROPOSED,20,3,3,0,0,1,27.03,0.9995,normal
PROPOSED,20,3,4,0,0,1,27.41,0.9995,normal
PROPOSED,20,3,5,0,0,1,28.05,0.9996,normal
PROPOSED,20,3,6,0,0,1,27.79,0.9995,normal
PROPOSED,20,3,7,0,0,1,26.94,0.9994,normal
PROPOSED,20,3,8,0,0,1,27.40,0.9995,normal
PROPOSED,20,3,9,0,0,1,27.85,0.9996,normal
PROPOSED,20,3,10,0,0,1,25.74,0.9993,normal
PROPOSED,20,3,11,0,0,1,26.48,0.9993,normal
PROPOSED,20,3,12,0,0,1,27.09,0.9994,normal
PROPOSED,20,3,13,0,0,1,26.68,0.9994,normal
PROPOSED,20,3,14,0,0,1,25.98,0.9993,normal
PROPOSED,20,3,15,0,0,1,27.57,0.9995,normal
PROPOSED,20,3,16,0,0,1,27.68,0.9996,normal
PROPOSED,20,3,17,0,0,1,27.43,0.9995,normal
PROPOSED,20,3,18,0,0,1,26.27,0.9993,normal
PROPOSED,20,3,19,1,1,1,14.84,0.9870,inner_race
PROPOSED,20,3,20,1,1,1,15.21,0.9883,inner_race
PROPOSED,20,3,21,1,1,1,16.44,0.9907,inner_race
PROPOSED,20,3,22,1,1,1,15.88,0.9896,inner_race
PROPOSED,20,3,23,1,1,1,16.82,0.9916,inner_race
PROPOSED,20,3,24,1,1,1,16.13,0.9902,inner_race
PROPOSED,20,3,25,1,1,1,14.61,0.9850,inner_race
PROPOSED,20,3,26,1,1,1,15.52,0.9882,inner_race
PROPOSED,20,3,27,1,1,1,15.69,0.9882,inner_race
PROPOSED,20,3,28,1,1,1,15.91,0.9902,inner_race
PROPOSED,20,3,29,1,1,1,16.16,0.9911,inner_race
PROPOSED,20,3,30,1,1,1,15.01,0.9874,inner_race
PROPOSED,20,3,31,1,1,1,14.79,0.9850,inner_race
PROPOSED,20,3,32,1,1,1,16.43,0.9913,inner_race
PROPOSED,20,3,33,1,1,1,15.62,0.9885,inner_race
PROPOSED,20,3,34,1,1,1,15.29,0.9876,inner_race
PROPOSED,20,3,35,1,1,1,15.75,0.9868,inner_race
PROPOSED,20,3,36,1,1,1,16.09,0.9905,inner_race
PROPOSED,20,3,37,1,1,1,15.63,0.9881,inner_race
PROPOSED,20,3,38,2,2,1,12.20,0.9806,ball_fault
PROPOSED,20,3,39,2,2,1,11.88,0.9847,ball_fault
PROPOSED,20,3,40,2,2,1,11.84,0.9806,ball_fault
PROPOSED,20,3,41,2,2,1,12.10,0.9814,ball_fault
PROPOSED,20,3,42,2,2,1,11.44,0.9757,ball_fault
PROPOSED,20,3,43,2,2,1,13.33,0.9859,ball_fault
PROPOSED,20,3,44,2,2,1,12.01,0.9823,ball_fault
PROPOSED,20,3,45,2,2,1,11.59,0.9781,ball_fault
PROPOSED,20,3,46,2,2,1,12.61,0.9793,ball_fault
PROPOSED,20,3,47,2,2,1,11.15,0.9765,ball_fault
PROPOSED,20,3,48,2,2,1,10.63,0.9709,ball_fault
PROPOSED,20,3,49,2,2,1,11.30,0.9769,ball_fault
PROPOSED,20,3,50,2,2,1,13.03,0.9852,ball_fault
PROPOSED,20,3,51,2,2,1,13.39,0.9856,ball_fault
PROPOSED,20,3,52,2,2,1,12.15,0.9805,ball_fault
PROPOSED,20,3,53,2,2,1,13.08,0.9823,ball_fault
PROPOSED,20,3,54,2,2,1,13.32,0.9852,ball_fault
PROPOSED,20,3,55,2,2,1,10.77,0.9786,ball_fault
PROPOSED,20,3,56,2,2,1,13.19,0.9867,ball_fault
PROPOSED,20,4,0,0,0,1,27.61,0.9995,normal
PROPOSED,20,4,1,0,0,1,27.05,0.9995,normal
PROPOSED,20,4,2,0,0,1,27.20,0.9994,normal
PROPOSED,20,4,3,0,0,1,26.97,0.9995,normal
PROPOSED,20,4,4,0,0,1,27.22,0.9995,normal
PROPOSED,20,4,5,0,0,1,27.98,0.9996,normal
PROPOSED,20,4,6,0,0,1,27.86,0.9995,normal
PROPOSED,20,4,7,0,0,1,26.94,0.9993,normal
PROPOSED,20,4,8,0,0,1,27.19,0.9994,normal
PROPOSED,20,4,9,0,0,1,27.90,0.9996,normal
PROPOSED,20,4,10,0,0,1,25.66,0.9992,normal
PROPOSED,20,4,11,0,0,1,26.49,0.9993,normal
PROPOSED,20,4,12,0,0,1,27.34,0.9994,normal
PROPOSED,20,4,13,0,0,1,26.74,0.9994,normal
PROPOSED,20,4,14,0,0,1,26.13,0.9994,normal
PROPOSED,20,4,15,0,0,1,27.57,0.9995,normal
PROPOSED,20,4,16,0,0,1,27.60,0.9996,normal
PROPOSED,20,4,17,0,0,1,27.40,0.9995,normal
PROPOSED,20,4,18,0,0,1,26.18,0.9993,normal
PROPOSED,20,4,19,1,1,1,14.79,0.9874,inner_race
PROPOSED,20,4,20,1,1,1,15.16,0.9880,inner_race
PROPOSED,20,4,21,1,1,1,16.38,0.9908,inner_race
PROPOSED,20,4,22,1,1,1,15.88,0.9896,inner_race
PROPOSED,20,4,23,1,1,1,16.82,0.9916,inner_race
PROPOSED,20,4,24,1,1,1,16.22,0.9902,inner_race
PROPOSED,20,4,25,1,1,1,14.70,0.9856,inner_race
PROPOSED,20,4,26,1,1,1,15.60,0.9884,inner_race
PROPOSED,20,4,27,1,1,1,15.81,0.9884,inner_race
PROPOSED,20,4,28,1,1,1,15.88,0.9902,inner_race
PROPOSED,20,4,29,1,1,1,16.26,0.9913,inner_race
PROPOSED,20,4,30,1,1,1,15.30,0.9883,inner_race
PROPOSED,20,4,31,1,1,1,14.99,0.9865,inner_race
PROPOSED,20,4,32,1,1,1,16.37,0.9912,inner_race
PROPOSED,20,4,33,1,1,1,15.86,0.9890,inner_race
PROPOSED,20,4,34,1,1,1,14.90,0.9873,inner_race
PROPOSED,20,4,35,1,1,1,15.86,0.9872,inner_race
PROPOSED,20,4,36,1,1,1,16.41,0.9911,inner_race
PROPOSED,20,4,37,1,1,1,15.17,0.9859,inner_race
PROPOSED,20,4,38,2,2,1,12.20,0.9806,ball_fault
PROPOSED,20,4,39,2,2,1,11.91,0.9830,ball_fault
PROPOSED,20,4,40,2,2,1,11.98,0.9812,ball_fault
PROPOSED,20,4,41,2,2,1,12.30,0.9824,ball_fault
PROPOSED,20,4,42,2,2,1,11.37,0.9755,ball_fault
PROPOSED,20,4,43,2,2,1,13.08,0.9855,ball_fault
PROPOSED,20,4,44,2,2,1,11.79,0.9804,ball_fault
PROPOSED,20,4,45,2,2,1,11.65,0.9787,ball_fault
PROPOSED,20,4,46,2,2,1,12.83,0.9809,ball_fault
PROPOSED,20,4,47,2,2,1,11.32,0.9782,ball_fault
PROPOSED,20,4,48,2,2,1,10.63,0.9710,ball_fault
PROPOSED,20,4,49,2,2,1,11.43,0.9779,ball_fault
PROPOSED,20,4,50,2,2,1,13.28,0.9855,ball_fault
PROPOSED,20,4,51,2,2,1,13.43,0.9856,ball_fault
PROPOSED,20,4,52,2,2,1,12.23,0.9808,ball_fault
PROPOSED,20,4,53,2,2,1,13.08,0.9823,ball_fault
PROPOSED,20,4,54,2,2,1,13.41,0.9855,ball_fault
PROPOSED,20,4,55,2,2,1,10.88,0.9782,ball_fault
PROPOSED,20,4,56,2,2,1,13.12,0.9863,ball_fault
PROPOSED,30,0,0,0,0,1,26.34,0.9994,normal
PROPOSED,30,0,1,0,0,1,26.08,0.9994,normal
PROPOSED,30,0,2,0,0,1,26.45,0.9993,normal
PROPOSED,30,0,3,0,0,1,25.83,0.9993,normal
PROPOSED,30,0,4,0,0,1,26.28,0.9994,normal
PROPOSED,30,0,5,0,0,1,26.84,0.9995,normal
PROPOSED,30,0,6,0,0,1,26.92,0.9994,normal
PROPOSED,30,0,7,0,0,1,25.90,0.9992,normal
PROPOSED,30,0,8,0,0,1,26.20,0.9993,normal
PROPOSED,30,0,9,0,0,1,26.91,0.9995,normal
PROPOSED,30,0,10,0,0,1,24.81,0.9991,normal
PROPOSED,30,0,11,0,0,1,25.55,0.9992,normal
PROPOSED,30,0,12,0,0,1,26.04,0.9992,normal
PROPOSED,30,0,13,0,0,1,25.81,0.9993,normal
PROPOSED,30,0,14,0,0,1,25.25,0.9992,normal
PROPOSED,30,0,15,0,0,1,26.31,0.9993,normal
PROPOSED,30,0,16,0,0,1,26.18,0.9994,normal
PROPOSED,30,0,17,0,0,1,26.21,0.9994,normal
PROPOSED,30,0,18,0,0,1,25.24,0.9991,normal
PROPOSED,30,0,19,1,1,1,13.74,0.9829,inner_race
PROPOSED,30,0,20,1,1,1,14.00,0.9844,inner_race
PROPOSED,30,0,21,1,1,1,15.71,0.9883,inner_race
PROPOSED,30,0,22,1,1,1,14.91,0.9875,inner_race
PROPOSED,30,0,23,1,1,1,15.59,0.9887,inner_race
PROPOSED,30,0,24,1,1,1,15.28,0.9877,inner_race
PROPOSED,30,0,25,1,1,1,13.95,0.9828,inner_race
PROPOSED,30,0,26,1,1,1,14.66,0.9867,inner_race
PROPOSED,30,0,27,1,1,1,14.65,0.9845,inner_race
PROPOSED,30,0,28,1,1,1,14.38,0.9861,inner_race
PROPOSED,30,0,29,1,1,1,14.62,0.9880,inner_race
PROPOSED,30,0,30,1,1,1,13.97,0.9847,inner_race
PROPOSED,30,0,31,1,1,1,13.48,0.9810,inner_race
PROPOSED,30,0,32,1,1,1,15.50,0.9892,inner_race
PROPOSED,30,0,33,1,1,1,13.85,0.9828,inner_race
PROPOSED,30,0,34,1,1,1,14.26,0.9854,inner_race
PROPOSED,30,0,35,1,1,1,15.11,0.9844,inner_race
PROPOSED,30,0,36,1,1,1,14.75,0.9876,inner_race
PROPOSED,30,0,37,1,1,1,13.91,0.9810,inner_race
PROPOSED,30,0,38,2,2,1,11.47,0.9778,ball_fault
PROPOSED,30,0,39,2,2,1,11.03,0.9784,ball_fault
PROPOSED,30,0,40,2,2,1,10.83,0.9751,ball_fault
PROPOSED,30,0,41,2,2,1,11.22,0.9762,ball_fault
PROPOSED,30,0,42,2,2,1,10.17,0.9684,ball_fault
PROPOSED,30,0,43,2,2,1,11.94,0.9796,ball_fault
PROPOSED,30,0,44,2,2,1,11.31,0.9794,ball_fault
PROPOSED,30,0,45,2,2,1,10.88,0.9727,ball_fault
PROPOSED,30,0,46,2,2,1,11.60,0.9750,ball_fault
PROPOSED,30,0,47,2,2,1,10.44,0.9735,ball_fault
PROPOSED,30,0,48,2,2,1,10.33,0.9701,ball_fault
PROPOSED,30,0,49,2,2,1,10.36,0.9702,ball_fault
PROPOSED,30,0,50,2,2,1,12.03,0.9813,ball_fault
PROPOSED,30,0,51,2,2,1,11.72,0.9795,ball_fault
PROPOSED,30,0,52,2,2,1,10.67,0.9706,ball_fault
PROPOSED,30,0,53,2,2,1,11.59,0.9759,ball_fault
PROPOSED,30,0,54,2,2,1,11.80,0.9779,ball_fault
PROPOSED,30,0,55,2,2,1,10.01,0.9727,ball_fault
PROPOSED,30,0,56,2,2,1,11.93,0.9801,ball_fault
PROPOSED,30,1,0,0,0,1,26.41,0.9994,normal
PROPOSED,30,1,1,0,0,1,25.99,0.9994,normal
PROPOSED,30,1,2,0,0,1,26.51,0.9993,normal
PROPOSED,30,1,3,0,0,1,25.90,0.9993,normal
PROPOSED,30,1,4,0,0,1,26.33,0.9994,normal
PROPOSED,30,1,5,0,0,1,26.87,0.9995,normal
PROPOSED,30,1,6,0,0,1,26.88,0.9994,normal
PROPOSED,30,1,7,0,0,1,25.86,0.9991,normal
PROPOSED,30,1,8,0,0,1,26.20,0.9993,normal
PROPOSED,30,1,9,0,0,1,26.84,0.9995,normal
PROPOSED,30,1,10,0,0,1,24.60,0.9990,normal
PROPOSED,30,1,11,0,0,1,25.74,0.9992,normal
PROPOSED,30,1,12,0,0,1,26.04,0.9992,normal
PROPOSED,30,1,13,0,0,1,25.81,0.9993,normal
PROPOSED,30,1,14,0,0,1,25.10,0.9992,normal
PROPOSED,30,1,15,0,0,1,26.31,0.9993,normal
PROPOSED,30,1,16,0,0,1,26.18,0.9994,normal
PROPOSED,30,1,17,0,0,1,26.21,0.9994,normal
PROPOSED,30,1,18,0,0,1,25.24,0.9991,normal
PROPOSED,30,1,19,1,1,1,13.62,0.9821,inner_race
PROPOSED,30,1,20,1,1,1,14.14,0.9852,inner_race
PROPOSED,30,1,21,1,1,1,15.73,0.9881,inner_race
PROPOSED,30,1,22,1,1,1,15.00,0.9878,inner_race
PROPOSED,30,1,23,1,1,1,15.17,0.9863,inner_race
PROPOSED,30,1,24,1,1,1,15.59,0.9889,inner_race
PROPOSED,30,1,25,1,1,1,13.95,0.9828,inner_race
PROPOSED,30,1,26,1,1,1,14.70,0.9866,inner_race
PROPOSED,30,1,27,1,1,1,14.64,0.9843,inner_race
PROPOSED,30,1,28,1,1,1,14.77,0.9876,inner_race
PROPOSED,30,1,29,1,1,1,14.77,0.9893,inner_race
PROPOSED,30,1,30,1,1,1,13.94,0.9833,inner_race
PROPOSED,30,1,31,1,1,1,13.40,0.9803,inner_race
PROPOSED,30,1,32,1,1,1,15.38,0.9889,inner_race
PROPOSED,30,1,33,1,1,1,13.95,0.9828,inner_race
PROPOSED,30,1,34,1,1,1,14.18,0.9849,inner_race
PROPOSED,30,1,35,1,1,1,15.11,0.9844,inner_race
PROPOSED,30,1,36,1,1,1,14.60,0.9874,inner_race
PROPOSED,30,1,37,1,1,1,13.91,0.9810,inner_race
PROPOSED,30,1,38,2,2,1,11.47,0.9778,ball_fault
PROPOSED,30,1,39,2,2,1,11.03,0.9784,ball_fault
PROPOSED,30,1,40,2,2,1,10.91,0.9756,ball_fault
PROPOSED,30,1,41,2,2,1,11.19,0.9753,ball_fault
PROPOSED,30,1,42,2,2,1,9.90,0.9650,ball_fault
PROPOSED,30,1,43,2,2,1,11.82,0.9793,ball_fault
PROPOSED,30,1,44,2,2,1,11.33,0.9786,ball_fault
PROPOSED,30,1,45,2,2,1,11.22,0.9734,ball_fault
PROPOSED,30,1,46,2,2,1,11.43,0.9752,ball_fault
PROPOSED,30,1,47,2,2,1,10.52,0.9734,ball_fault
PROPOSED,30,1,48,2,2,1,10.33,0.9701,ball_fault
PROPOSED,30,1,49,2,2,1,10.30,0.9695,ball_fault
PROPOSED,30,1,50,2,2,1,12.61,0.9833,ball_fault
PROPOSED,30,1,51,2,2,1,11.63,0.9794,ball_fault
PROPOSED,30,1,52,2,2,1,10.73,0.9713,ball_fault
PROPOSED,30,1,53,2,2,1,11.65,0.9761,ball_fault
PROPOSED,30,1,54,2,2,1,11.88,0.9779,ball_fault
PROPOSED,30,1,55,2,2,1,9.94,0.9726,ball_fault
PROPOSED,30,1,56,2,2,1,12.06,0.9812,ball_fault
PROPOSED,30,2,0,0,0,1,26.30,0.9994,normal
PROPOSED,30,2,1,0,0,1,26.10,0.9994,normal
PROPOSED,30,2,2,0,0,1,26.49,0.9993,normal
PROPOSED,30,2,3,0,0,1,25.90,0.9993,normal
PROPOSED,30,2,4,0,0,1,26.34,0.9994,normal
PROPOSED,30,2,5,0,0,1,26.87,0.9995,normal
PROPOSED,30,2,6,0,0,1,26.88,0.9994,normal
PROPOSED,30,2,7,0,0,1,25.90,0.9992,normal
PROPOSED,30,2,8,0,0,1,26.29,0.9994,normal
PROPOSED,30,2,9,0,0,1,26.83,0.9995,normal
PROPOSED,30,2,10,0,0,1,24.60,0.9990,normal
PROPOSED,30,2,11,0,0,1,25.70,0.9992,normal
PROPOSED,30,2,12,0,0,1,26.31,0.9992,normal
PROPOSED,30,2,13,0,0,1,25.81,0.9994,normal
PROPOSED,30,2,14,0,0,1,25.02,0.9992,normal
PROPOSED,30,2,15,0,0,1,26.32,0.9993,normal
PROPOSED,30,2,16,0,0,1,26.20,0.9994,normal
PROPOSED,30,2,17,0,0,1,26.38,0.9994,normal
PROPOSED,30,2,18,0,0,1,25.23,0.9991,normal
PROPOSED,30,2,19,1,1,1,13.67,0.9835,inner_race
PROPOSED,30,2,20,1,1,1,13.95,0.9841,inner_race
PROPOSED,30,2,21,1,1,1,15.66,0.9880,inner_race
PROPOSED,30,2,22,1,1,1,15.00,0.9878,inner_race
PROPOSED,30,2,23,1,1,1,15.13,0.9862,inner_race
PROPOSED,30,2,24,1,1,1,15.42,0.9883,inner_race
PROPOSED,30,2,25,1,1,1,14.22,0.9834,inner_race
PROPOSED,30,2,26,1,1,1,14.70,0.9866,inner_race
PROPOSED,30,2,27,1,1,1,14.62,0.9843,inner_race
PROPOSED,30,2,28,1,1,1,14.55,0.9868,inner_race
PROPOSED,30,2,29,1,1,1,14.52,0.9885,inner_race
PROPOSED,30,2,30,1,1,1,13.94,0.9833,inner_race
PROPOSED,30,2,31,1,1,1,13.61,0.9820,inner_race
PROPOSED,30,2,32,1,1,1,15.52,0.9888,inner_race
PROPOSED,30,2,33,1,1,1,13.95,0.9828,inner_race
PROPOSED,30,2,34,1,1,1,13.35,0.9821,inner_race
PROPOSED,30,2,35,1,1,1,15.11,0.9844,inner_race
PROPOSED,30,2,36,1,1,1,14.77,0.9870,inner_race
PROPOSED,30,2,37,1,1,1,14.12,0.9820,inner_race
PROPOSED,30,2,38,2,2,1,11.38,0.9776,ball_fault
PROPOSED,30,2,39,2,2,1,11.05,0.9783,ball_fault
PROPOSED,30,2,40,2,2,1,10.83,0.9751,ball_fault
PROPOSED,30,2,41,2,2,1,11.33,0.9762,ball_fault
PROPOSED,30,2,42,2,2,1,9.74,0.9643,ball_fault
PROPOSED,30,2,43,2,2,1,11.94,0.9796,ball_fault
PROPOSED,30,2,44,2,2,1,11.35,0.9787,ball_fault
PROPOSED,30,2,45,2,2,1,10.88,0.9727,ball_fault
PROPOSED,30,2,46,2,2,1,11.40,0.9750,ball_fault
PROPOSED,30,2,47,2,2,1,10.43,0.9734,ball_fault
PROPOSED,30,2,48,2,2,1,10.40,0.9708,ball_fault
PROPOSED,30,2,49,2,2,1,10.29,0.9697,ball_fault
PROPOSED,30,2,50,2,2,1,12.21,0.9819,ball_fault
PROPOSED,30,2,51,2,2,1,11.66,0.9796,ball_fault
PROPOSED,30,2,52,2,2,1,10.96,0.9737,ball_fault
PROPOSED,30,2,53,2,2,1,11.66,0.9765,ball_fault
PROPOSED,30,2,54,2,2,1,11.80,0.9779,ball_fault
PROPOSED,30,2,55,2,2,1,9.94,0.9726,ball_fault
PROPOSED,30,2,56,2,2,1,11.93,0.9801,ball_fault
PROPOSED,30,3,0,0,0,1,26.30,0.9994,normal
PROPOSED,30,3,1,0,0,1,26.07,0.9994,normal
PROPOSED,30,3,2,0,0,1,26.49,0.9993,normal
PROPOSED,30,3,3,0,0,1,25.83,0.9993,normal
PROPOSED,30,3,4,0,0,1,26.28,0.9994,normal
PROPOSED,30,3,5,0,0,1,26.84,0.9995,normal
PROPOSED,30,3,6,0,0,1,26.88,0.9994,normal
PROPOSED,30,3,7,0,0,1,25.90,0.9992,normal
PROPOSED,30,3,8,0,0,1,26.26,0.9993,normal
PROPOSED,30,3,9,0,0,1,26.94,0.9995,normal
PROPOSED,30,3,10,0,0,1,24.74,0.9991,normal
PROPOSED,30,3,11,0,0,1,25.59,0.9992,normal
PROPOSED,30,3,12,0,0,1,26.20,0.9992,normal
PROPOSED,30,3,13,0,0,1,25.81,0.9993,normal
PROPOSED,30,3,14,0,0,1,25.02,0.9992,normal
PROPOSED,30,3,15,0,0,1,26.32,0.9993,normal
PROPOSED,30,3,16,0,0,1,26.20,0.9994,normal
PROPOSED,30,3,17,0,0,1,26.28,0.9994,normal
PROPOSED,30,3,18,0,0,1,25.23,0.9991,normal
PROPOSED,30,3,19,1,1,1,13.67,0.9835,inner_race
PROPOSED,30,3,20,1,1,1,13.93,0.9847,inner_race
PROPOSED,30,3,21,1,1,1,15.65,0.9885,inner_race
PROPOSED,30,3,22,1,1,1,14.91,0.9875,inner_race
PROPOSED,30,3,23,1,1,1,15.13,0.9862,inner_race
PROPOSED,30,3,24,1,1,1,15.33,0.9871,inner_race
PROPOSED,30,3,25,1,1,1,13.95,0.9828,inner_race
PROPOSED,30,3,26,1,1,1,14.55,0.9864,inner_race
PROPOSED,30,3,27,1,1,1,14.64,0.9843,inner_race
PROPOSED,30,3,28,1,1,1,14.68,0.9873,inner_race
PROPOSED,30,3,29,1,1,1,14.79,0.9891,inner_race
PROPOSED,30,3,30,1,1,1,14.09,0.9837,inner_race
PROPOSED,30,3,31,1,1,1,13.77,0.9830,inner_race
PROPOSED,30,3,32,1,1,1,15.37,0.9887,inner_race
PROPOSED,30,3,33,1,1,1,13.85,0.9828,inner_race
PROPOSED,30,3,34,1,1,1,14.19,0.9846,inner_race
PROPOSED,30,3,35,1,1,1,15.04,0.9837,inner_race
PROPOSED,30,3,36,1,1,1,14.75,0.9876,inner_race
PROPOSED,30,3,37,1,1,1,14.61,0.9847,inner_race
PROPOSED,30,3,38,2,2,1,11.47,0.9778,ball_fault
PROPOSED,30,3,39,2,2,1,11.15,0.9794,ball_fault
PROPOSED,30,3,40,2,2,1,10.83,0.9751,ball_fault
PROPOSED,30,3,41,2,2,1,11.24,0.9765,ball_fault
PROPOSED,30,3,42,2,2,1,9.74,0.9643,ball_fault
PROPOSED,30,3,43,2,2,1,11.73,0.9788,ball_fault
PROPOSED,30,3,44,2,2,1,11.08,0.9775,ball_fault
PROPOSED,30,3,45,2,2,1,11.15,0.9730,ball_fault
PROPOSED,30,3,46,2,2,1,11.50,0.9756,ball_fault
PROPOSED,30,3,47,2,2,1,10.52,0.9734,ball_fault
PROPOSED,30,3,48,2,2,1,10.25,0.9699,ball_fault
PROPOSED,30,3,49,2,2,1,10.37,0.9707,ball_fault
PROPOSED,30,3,50,2,2,1,12.64,0.9836,ball_fault
PROPOSED,30,3,51,2,2,1,11.79,0.9805,ball_fault
PROPOSED,30,3,52,2,2,1,10.73,0.9713,ball_fault
PROPOSED,30,3,53,2,2,1,11.90,0.9770,ball_fault
PROPOSED,30,3,54,2,2,1,11.96,0.9797,ball_fault
PROPOSED,30,3,55,2,2,1,9.87,0.9732,ball_fault
PROPOSED,30,3,56,2,2,1,12.06,0.9812,ball_fault
PROPOSED,30,4,0,0,0,1,26.34,0.9994,normal
PROPOSED,30,4,1,0,0,1,25.95,0.9994,normal
PROPOSED,30,4,2,0,0,1,26.74,0.9994,normal
PROPOSED,30,4,3,0,0,1,25.89,0.9993,normal
PROPOSED,30,4,4,0,0,1,26.34,0.9994,normal
PROPOSED,30,4,5,0,0,1,26.84,0.9995,normal
PROPOSED,30,4,6,0,0,1,26.88,0.9994,normal
PROPOSED,30,4,7,0,0,1,25.83,0.9991,normal
PROPOSED,30,4,8,0,0,1,26.23,0.9993,normal
PROPOSED,30,4,9,0,0,1,26.77,0.9995,normal
PROPOSED,30,4,10,0,0,1,24.60,0.9990,normal
PROPOSED,30,4,11,0,0,1,25.79,0.9992,normal
PROPOSED,30,4,12,0,0,1,26.04,0.9992,normal
PROPOSED,30,4,13,0,0,1,25.91,0.9994,normal
PROPOSED,30,4,14,0,0,1,25.17,0.9992,normal
PROPOSED,30,4,15,0,0,1,26.24,0.9993,normal
PROPOSED,30,4,16,0,0,1,26.20,0.9994,normal
PROPOSED,30,4,17,0,0,1,26.28,0.9994,normal
PROPOSED,30,4,18,0,0,1,25.28,0.9991,normal
PROPOSED,30,4,19,1,1,1,13.67,0.9835,inner_race
PROPOSED,30,4,20,1,1,1,13.91,0.9847,inner_race
PROPOSED,30,4,21,1,1,1,15.62,0.9880,inner_race
PROPOSED,30,4,22,1,1,1,15.00,0.9878,inner_race
PROPOSED,30,4,23,1,1,1,15.20,0.9863,inner_race
PROPOSED,30,4,24,1,1,1,15.42,0.9883,inner_race
PROPOSED,30,4,25,1,1,1,13.95,0.9828,inner_race
PROPOSED,30,4,26,1,1,1,14.69,0.9869,inner_race
PROPOSED,30,4,27,1,1,1,14.64,0.9843,inner_race
PROPOSED,30,4,28,1,1,1,14.49,0.9863,inner_race
PROPOSED,30,4,29,1,1,1,14.75,0.9882,inner_race
PROPOSED,30,4,30,1,1,1,14.09,0.9837,inner_race
PROPOSED,30,4,31,1,1,1,13.39,0.9801,inner_race
PROPOSED,30,4,32,1,1,1,15.32,0.9886,inner_race
PROPOSED,30,4,33,1,1,1,13.95,0.9828,inner_race
PROPOSED,30,4,34,1,1,1,14.19,0.9846,inner_race
PROPOSED,30,4,35,1,1,1,15.02,0.9839,inner_race
PROPOSED,30,4,36,1,1,1,14.60,0.9873,inner_race
PROPOSED,30,4,37,1,1,1,14.49,0.9844,inner_race
PROPOSED,30,4,38,2,2,1,11.38,0.9776,ball_fault
PROPOSED,30,4,39,2,2,1,11.00,0.9783,ball_fault
PROPOSED,30,4,40,2,2,1,10.79,0.9752,ball_fault
PROPOSED,30,4,41,2,2,1,11.22,0.9762,ball_fault
PROPOSED,30,4,42,2,2,1,9.74,0.9643,ball_fault
PROPOSED,30,4,43,2,2,1,11.88,0.9794,ball_fault
PROPOSED,30,4,44,2,2,1,11.03,0.9776,ball_fault
PROPOSED,30,4,45,2,2,1,10.95,0.9732,ball_fault
PROPOSED,30,4,46,2,2,1,11.48,0.9755,ball_fault
PROPOSED,30,4,47,2,2,1,10.44,0.9735,ball_fault
PROPOSED,30,4,48,2,2,1,10.30,0.9699,ball_fault
PROPOSED,30,4,49,2,2,1,10.19,0.9690,ball_fault
PROPOSED,30,4,50,2,2,1,12.03,0.9813,ball_fault
PROPOSED,30,4,51,2,2,1,11.86,0.9797,ball_fault
PROPOSED,30,4,52,2,2,1,10.96,0.9737,ball_fault
PROPOSED,30,4,53,2,2,1,11.71,0.9766,ball_fault
PROPOSED,30,4,54,2,2,1,11.81,0.9780,ball_fault
